Longitude,Latitude,Start Year
15.004,37.734,1949
15.004,37.734,1949
-90.88,14.473,1949
100.473,-0.381,1949
129.714,29.638,1949
168.536,-16.829,1949
125.4,2.78,1949
124.792,1.358,1949
-71.729,-38.692,1949
140.757,39.964,1949
-17.83,28.57,1949
123.258,-8.342,1949
-155.1,58.236,1949
-86.702,12.506,1949
-76.4,2.32,1949
105.423,-6.102,1949
160.642,56.056,1949
100.473,-0.381,1949
-70.761,-35.653,1949
123.57,-8.53,1949
168.536,-16.829,1949
138.523,36.406,1949
175.632,-39.157,1949
138.036,36.921,1949
123.258,-8.342,1949
-155.608,19.475,1949
125.37,2.3,1949
127.53,1.38,1949
116.47,-8.42,1949
171.32,-22.33,1949
-91.408,-0.92,1949
155.196,-6.137,1948
125.4,2.78,1948
106.965,-6.77,1948
109.208,-7.242,1948
-89.633,13.813,1948
-71.93,-39.42,1948
110.442,-7.542,1948
168.536,-16.829,1948
124.673,9.203,1948
175.632,-39.157,1948
-86.161,11.984,1948
-91.17,-0.83,1948
160.642,56.056,1948
130.657,31.593,1948
-91.408,-0.92,1948
-86.845,12.602,1948
175.57,-39.28,1948
175.632,-39.157,1948
123.258,-8.342,1948
-165.986,54.134,1948
43.38,-11.75,1948
-71.93,-39.42,1948
131.104,32.884,1948
123.57,-8.53,1948
-86.702,12.506,1948
29.2,-1.408,1948
112.95,-7.942,1948
55.708,-21.244,1948
-91.35,0.02,1948
-86.845,12.602,1948
-85.622,11.538,1948
-84.233,10.2,1948
-163.97,54.756,1948
140.757,39.964,1948
125.4,2.78,1947
158.03,52.559,1947
106.965,-6.77,1947
124.737,1.112,1947
-86.702,12.506,1947
138.523,36.406,1947
131.104,32.884,1947
-76.4,2.32,1947
124.13,-8.508,1947
159.443,54.049,1947
-19.666,63.983,1947
144.818,-3.613,1947
15.004,37.734,1947
125.4,2.78,1947
167.17,-77.53,1947
15.004,37.734,1947
123.685,13.257,1947
177.18,-37.52,1947
160.326,55.832,1947
144.896,20.538,1947
-98.622,19.023,1947
-90.88,14.473,1947
55.708,-21.244,1947
-71.93,-39.42,1947
131.104,32.884,1946
105.423,-6.102,1946
145.037,-4.08,1946
-165.986,54.134,1946
140.788,38.961,1946
175.57,-39.28,1946
153.2,48.092,1946
-84.233,10.2,1946
138.523,36.406,1946
112.92,-8.108,1946
160.642,56.056,1946
-85.153,10.748,1946
-175.63,-15.6,1946
159.443,54.049,1946
-163.97,54.756,1946
105.423,-6.102,1946
-71.729,-38.692,1946
55.708,-21.244,1946
-86.161,11.984,1946
131.104,32.884,1946
150.083,46.042,1946
159.443,54.049,1946
175.57,-39.28,1946
-86.845,12.602,1946
-76.4,2.32,1946
139.918,31.888,1946
15.004,37.734,1946
112.92,-8.108,1946
130.657,31.593,1946
-71.377,-36.863,1946
-69.797,-33.425,1946
130.217,30.443,1945
131.104,32.884,1945
159.443,54.049,1945
159.674,54.135,1945
158.196,52.449,1945
160.642,56.056,1945
112.92,-8.108,1945
15.004,37.734,1945
-168.13,53.43,1945
55.708,-21.244,1945
-71.729,-38.692,1945
175.57,-39.28,1945
-176.13,52.076,1945
158.836,53.256,1945
-73.55,-49.02,1945
-72.618,-41.33,1945
155.196,-6.137,1945
105.423,-6.102,1945
116.47,-8.42,1944
160.642,56.056,1944
109.92,-7.2,1944
-90.88,14.473,1944
141.289,24.751,1944
140.788,38.961,1944
161.36,56.653,1944
175.57,-39.28,1944
123.258,-8.342,1944
141.38,42.688,1944
114.056,-8.119,1944
140.839,42.544,1944
-169.944,52.825,1944
109.208,-7.242,1944
55.708,-21.244,1944
-85.622,11.538,1944
-159.38,56.17,1944
-77.656,-0.077,1944
138.523,36.406,1944
144.818,-3.613,1944
105.423,-6.102,1944
-71.183,-37.856,1944
-71.729,-38.692,1944
131.104,32.884,1943
-86.845,12.602,1943
152.203,-4.271,1943
109.92,-7.2,1943
-61.64,12.3,1943
109.208,-7.242,1943
-175.63,-15.6,1943
149.075,-9.57,1943
131.104,32.884,1943
-168.13,53.43,1943
-91.408,-0.92,1943
155.196,-6.137,1943
55.708,-21.244,1943
114.056,-8.119,1943
-75.33,4.658,1943
-101.75,19.85,1943
159.443,54.049,1943
144.896,20.538,1943
105.423,-6.102,1943
100.473,-0.381,1943
123.685,13.257,1943
147.12,-5.358,1943
140.677,42.063,1942
55.708,-21.244,1942
124.792,1.358,1942
107.73,-7.32,1942
175.57,-39.28,1942
130.657,31.593,1942
15.004,37.734,1942
-71.729,-38.692,1942
168.12,-16.25,1942
110.442,-7.542,1942
-155.608,19.475,1942
138.528,36.618,1942
105.423,-6.102,1942
157.95,-9.02,1942
-98.622,19.023,1942
-177.168,51.923,1942
114.056,-8.119,1941
125.4,2.78,1941
15.004,37.734,1941
112.92,-8.108,1941
123.685,13.257,1941
121.18,-8.82,1941
-71.729,-38.692,1941
152.203,-4.271,1941
130.657,31.593,1941
144.896,20.538,1941
105.423,-6.102,1941
151.33,-5.05,1941
138.528,36.618,1941
55.708,-21.244,1941
-84.233,10.2,1941
129.714,29.638,1940
160.326,55.832,1940
175.632,-39.157,1940
139.394,34.724,1940
35.914,-2.764,1940
139.526,34.094,1940
103.13,-4.03,1940
125.4,2.78,1940
-86.845,12.602,1940
140.44,38.144,1940
112.95,-7.942,1940
130.657,31.593,1940
131.104,32.884,1940
138.528,36.618,1940
-155.608,19.475,1940
103.67,-4.43,1940
175.57,-39.28,1940
109.208,-7.242,1940
125.4,2.78,1940
152.203,-4.271,1940
160.326,55.832,1940
159.15,53.589,1940
159.443,54.049,1940
150.083,46.042,1940
40.67,13.6,1940
114.056,-8.119,1940
-67.73,-23.37,1940
-78.436,-0.677,1940
-91.408,-0.92,1940
103.13,-4.03,1939
122.775,-8.542,1939
110.442,-7.542,1939
109.208,-7.242,1939
102.62,-3.52,1939
168.346,-16.507,1939
-159.38,56.17,1939
-86.845,12.602,1939
130.657,31.593,1939
109.92,-7.2,1939
124.535,11.523,1939
160.326,55.832,1939
139.394,34.724,1939
123.685,13.257,1939
25.396,36.404,1939
140.303,30.484,1939
175.632,-39.157,1939
-61.64,12.3,1939
103.13,-4.03,1939
112.95,-7.942,1939
137.587,36.227,1939
-174.325,-18.02,1939
-159.38,56.17,1939
-83.852,9.979,1939
-88.269,13.434,1939
158.196,52.449,1939
157.95,-9.02,1939
106.7,-6.75,1939
109.208,-7.242,1939
168.346,-16.507,1939
-78.436,-0.677,1939
-89.633,13.813,1939
138.528,36.618,1939
139.394,34.724,1939
155.196,-6.137,1939
-86.845,12.602,1939
144.896,20.538,1939
-16.783,65.033,1938
55.708,-21.244,1938
-71.93,-39.42,1938
-71.729,-38.692,1938
106.7,-6.75,1938
158.196,52.449,1938
159.443,54.049,1938
-166.923,53.891,1938
127.33,0.8,1938
-70.568,-35.223,1938
114.056,-8.119,1938
154.808,49.57,1938
139.394,34.724,1938
55.708,-21.244,1938
138.528,36.618,1938
105.423,-6.102,1938
123.685,13.257,1938
155.196,-6.137,1938
121.82,-8.77,1938
121.18,-8.82,1938
-17.316,64.416,1938
138.523,36.406,1938
129.714,29.638,1938
158.836,53.256,1938
130.657,31.593,1938
-68.391,-21.888,1938
106.73,-6.72,1938
29.2,-1.408,1938
101.264,-1.697,1938
131.104,32.884,1938
121.601,-0.162,1938
147.12,-5.358,1938
168.12,-16.25,1938
-168.13,53.43,1938
-169.944,52.825,1938
-91.35,0.02,1938
138.528,36.618,1937
-170.629,52.643,1937
-86.845,12.602,1937
114.056,-8.119,1937
101.264,-1.697,1937
155.196,-6.137,1937
55.708,-21.244,1937
105.423,-6.102,1937
139.394,34.724,1937
108.4,-6.892,1937
-72.027,-39.927,1937
-70.903,-16.355,1937
152.203,-4.271,1937
131.104,32.884,1937
160.642,56.056,1937
-70.568,-35.223,1937
168.12,-16.25,1937
140.677,42.063,1937
-91.55,-0.37,1937
-71.729,-38.692,1937
131.104,32.884,1937
175.632,-39.157,1937
-175.382,-20.536,1937
96.821,4.769,1937
44.67,14.57,1937
109.208,-7.242,1937
-71.183,-37.856,1937
-89.633,13.813,1937
-26.533,-59.017,1936
103.13,-4.03,1936
141.38,42.688,1936
114.242,-8.058,1936
106.7,-6.75,1936
105.423,-6.102,1936
55.708,-21.244,1936
145.037,-4.08,1936
101.264,-1.697,1936
-77.656,-0.077,1936
114.056,-8.119,1936
160.326,55.832,1936
131.104,32.884,1936
-77.938,0.817,1936
-175.42,-20.32,1936
175.57,-39.28,1936
101.264,-1.697,1936
141.38,42.688,1936
144.896,20.538,1936
-77.37,1.22,1936
131.104,32.884,1936
-161.894,55.417,1936
-140.25,-28.98,1936
-26.533,-59.017,1935
-175.63,-15.6,1935
-71.93,-39.42,1935
122.775,-8.542,1935
145.161,44.133,1935
-155.608,19.475,1935
130.657,31.593,1935
137.587,36.227,1935
168.12,-16.25,1935
125.4,2.78,1935
15.004,37.734,1935
-71.377,-36.863,1935
112.95,-7.942,1935
106.7,-6.75,1935
139.394,34.724,1935
160.642,56.056,1935
-153.43,59.363,1935
106.73,-6.72,1935
-85.622,11.538,1935
-91.35,0.02,1935
131.104,32.884,1935
105.423,-6.102,1935
55.708,-21.244,1935
141.289,24.751,1935
-17.316,64.416,1934
175.57,-39.28,1934
175.632,-39.157,1934
138.523,36.406,1934
159.443,54.049,1934
156.014,50.686,1934
130.308,30.789,1934
-155.287,19.421,1934
175.57,-39.28,1934
-78.341,-2.005,1934
131.104,32.884,1934
144.896,20.538,1934
124.13,-8.508,1934
175.632,-39.157,1934
138.523,36.406,1934
139.918,31.888,1934
139.394,34.724,1934
-17.316,64.416,1934
-72.117,-40.59,1934
15.213,38.789,1934
103.13,-4.03,1934
-71.377,-36.863,1934
138.523,36.406,1934
15.004,37.734,1934
-86.845,12.602,1934
138.528,36.618,1934
124.05,12.77,1933
130.217,30.443,1933
-155.608,19.475,1933
141.38,42.688,1933
-89.633,13.813,1933
-17.316,64.416,1933
114.056,-8.119,1933
155.565,50.861,1933
127.33,0.8,1933
-176.13,52.076,1933
139.394,34.724,1933
-67.73,-23.37,1933
110.442,-7.542,1933
159.443,54.049,1933
127.894,1.693,1933
104.27,-5.25,1933
150.516,-5.576,1933
110.1,19.7,1933
55.708,-21.244,1933
109.208,-7.242,1933
177.18,-37.52,1933
-175.42,-20.32,1933
-83.852,9.979,1933
-73.55,-49.02,1933
-98.622,19.023,1933
138.523,36.406,1933
154.508,49.12,1933
-71.93,-39.42,1933
-71.586,-38.379,1933
-70.761,-35.653,1933
-91.35,0.02,1933
147.12,-5.358,1933
168.346,-16.507,1933
-71.729,-38.692,1932
-175.65,-21.38,1932
123.132,10.412,1932
105.423,-6.102,1932
127.33,0.8,1932
110.442,-7.542,1932
55.708,-21.244,1932
-77.37,1.22,1932
138.528,36.618,1932
144.896,20.538,1932
140.799,39.761,1932
109.208,-7.242,1932
-70.75,-35.58,1932
15.213,38.789,1932
131.104,32.884,1932
159.443,54.049,1932
122.775,-8.542,1932
129.5,-6.73,1932
-71.729,-38.692,1932
137.587,36.227,1932
-163.97,54.756,1932
160.642,56.056,1932
-90.88,14.473,1932
-169.944,52.825,1932
147.131,44.808,1932
100.473,-0.381,1932
145.037,-4.08,1932
-72.618,-41.33,1932
-91.408,-0.92,1932
-84.233,10.2,1932
-155.287,19.421,1931
-168.03,53.93,1931
141.38,42.688,1931
105.423,-6.102,1931
154.508,49.12,1931
160.642,56.056,1931
15.004,37.734,1931
142.686,43.418,1931
-158.17,56.88,1931
-165.986,54.134,1931
158.03,52.559,1931
130.217,30.443,1931
138.523,36.406,1931
-89.633,13.813,1931
137.587,36.227,1931
160.642,56.056,1931
-168.13,53.43,1931
160.326,55.832,1931
-88.269,13.434,1931
175.632,-39.157,1931
55.708,-21.244,1931
-78.436,-0.677,1931
125.5,3.67,1930
110.442,-7.542,1930
-155.287,19.421,1930
15.004,37.734,1930
125.4,2.78,1930
-83.852,9.979,1930
131.104,32.884,1930
158.03,52.559,1930
124.792,1.358,1930
-71.729,-38.692,1930
-159.38,56.17,1930
112.95,-7.942,1930
55.708,-21.244,1930
138.523,36.406,1930
100.473,-0.381,1930
109.208,-7.242,1930
-89.633,13.813,1930
177.18,-37.52,1930
137.587,36.227,1930
153.2,48.092,1930
125.4,2.78,1930
161.36,56.653,1930
-88.269,13.434,1930
-113.206,-17.436,1930
141.289,24.751,1930
141.284,25.424,1930
-71.93,-39.42,1929
55.708,-21.244,1929
-169.72,52.974,1929
-71.729,-38.692,1929
138.523,36.406,1929
-61.165,14.809,1929
158.03,52.559,1929
140.757,39.964,1929
112.95,-7.942,1929
15.004,37.734,1929
-88.269,13.434,1929
-85.622,11.538,1929
-175.63,-15.6,1929
-155.287,19.421,1929
168.12,-16.25,1929
100.473,-0.381,1929
140.677,42.063,1929
109.208,-7.242,1929
160.642,56.056,1929
-163.97,54.756,1929
107.6,-6.77,1929
-165.986,54.134,1929
114.056,-8.119,1929
137.587,36.227,1929
-178.794,51.79,1929
-161.894,55.417,1929
-155.287,19.421,1929
-86.702,12.506,1929
158.196,52.449,1929
138.523,36.406,1929
-72.117,-40.59,1929
-72.618,-41.33,1929
-86.845,12.602,1929
-16.647,64.653,1929
-84.233,10.2,1929
-77.656,-0.077,1929
159.15,53.589,1929
159.443,54.049,1929
106.7,-6.75,1929
42.2,12.38,1928
112.95,-7.942,1928
144.896,20.538,1928
142.686,43.418,1928
-71.377,-36.863,1928
15.004,37.734,1928
114.056,-8.119,1928
131.104,32.884,1928
141.38,42.688,1928
177.18,-37.52,1928
139.394,34.724,1928
121.708,-8.32,1928
-163.97,54.756,1928
15.004,37.734,1928
175.632,-39.157,1928
124.05,12.77,1928
109.92,-7.2,1928
140.677,42.063,1928
109.208,-7.242,1928
112.95,-7.942,1928
175.632,-39.157,1928
153.2,48.092,1928
-83.852,9.979,1928
161.36,56.653,1928
158.196,52.449,1928
-85.622,11.538,1928
25.396,36.404,1928
141.38,42.688,1928
142.686,43.418,1928
123.685,13.257,1928
123.57,-8.53,1928
43.38,-11.75,1928
-140.25,-28.98,1928
-86.845,12.602,1928
-90.75,0.58,1928
138.528,36.618,1927
105.423,-6.102,1927
137.587,36.227,1927
-91.55,-0.37,1927
160.32,55.131,1927
-71.729,-38.692,1927
-175.42,-20.32,1927
114.056,-8.119,1927
-86.845,12.602,1927
-155.287,19.421,1927
151.33,-5.05,1927
-71.377,-36.863,1927
123.132,10.412,1927
29.25,-1.52,1927
138.523,36.406,1927
109.208,-7.242,1927
100.473,-0.381,1927
137.587,36.227,1927
158.196,52.449,1927
153.2,48.092,1927
-163.97,54.756,1927
-165.986,54.134,1927
123.258,-8.342,1927
119.07,-8.2,1927
-71.93,-39.42,1927
-89.633,13.813,1927
-76.4,2.32,1927
-166.923,53.891,1926
158.712,53.321,1926
175.632,-39.157,1926
-77.87,0.95,1926
109.208,-7.242,1926
176.5,-38.12,1926
141.38,42.688,1926
125.4,2.78,1926
131.104,32.884,1926
55.708,-21.244,1926
115.375,-8.242,1926
-90.876,14.501,1926
-76.4,2.32,1926
-16.783,65.033,1926
-168.03,53.93,1926
-22.566,63.85,1926
127.53,1.38,1926
103.13,-4.03,1926
175.632,-39.157,1926
-155.608,19.475,1926
158.836,53.256,1926
160.642,56.056,1926
107.6,-6.77,1926
145.037,-4.08,1926
177.18,-37.52,1926
-77.656,-0.077,1926
15.004,37.734,1926
40.3,14.242,1926
35.914,-2.764,1926
-103.62,19.514,1926
-91.55,-0.37,1926
-78.436,-0.677,1926
55.708,-21.244,1925
-89.633,13.813,1925
142.686,43.418,1925
175.632,-39.157,1925
-76.4,2.32,1925
25.396,36.404,1925
159.443,54.049,1925
129.714,29.638,1925
-91.35,0.02,1925
160.642,56.056,1925
100.473,-0.381,1925
-86.161,11.984,1925
145.8,18.13,1925
138.528,36.618,1925
175.57,-39.28,1925
131.104,32.884,1925
115.375,-8.242,1925
123.258,-8.342,1925
145.037,-4.08,1925
9.17,4.203,1925
144.896,20.538,1925
159.15,53.589,1925
-163.97,54.756,1925
-98.622,19.023,1925
-84.233,10.2,1925
-69.797,-33.425,1925
-90.876,14.501,1924
137.587,36.227,1924
121.18,-8.82,1924
123.93,24.57,1924
175.632,-39.157,1924
-77.37,1.22,1924
110.442,-7.542,1924
138.523,36.406,1924
55.708,-21.244,1924
140.677,42.063,1924
-155.287,19.421,1924
175.632,-39.157,1924
55.708,-21.244,1924
-155.287,19.421,1924
125.4,2.78,1924
100.331,-0.39,1924
150.083,46.042,1924
115.375,-8.242,1924
-83.852,9.979,1924
-89.633,13.813,1924
153.2,48.092,1924
153.25,48.292,1924
114.056,-8.119,1924
-161.894,55.417,1924
175.632,-39.157,1924
177.18,-37.52,1924
176.5,-38.12,1924
144.818,-3.613,1924
121.94,19.523,1924
152.475,47.35,1924
-76.4,2.32,1924
-16.783,65.033,1924
-77.37,1.22,1923
-98.622,19.023,1923
124.737,1.112,1923
-86.702,12.506,1923
15.004,37.734,1923
101.264,-1.697,1923
-155.287,19.421,1923
160.642,56.056,1923
-175.53,-20.85,1923
130.862,31.934,1923
137.587,36.227,1923
15.004,37.734,1923
109.208,-7.242,1923
106.7,-6.75,1923
103.13,-4.03,1923
127.33,0.8,1923
107.73,-7.32,1923
109.014,10.158,1923
140.677,42.063,1923
157.328,51.577,1923
159.443,54.049,1923
160.533,54.753,1923
141.38,42.688,1923
145.8,18.13,1923
153.2,48.092,1923
-16.783,65.033,1923
131.104,32.884,1923
115.375,-8.242,1923
8.75,3.58,1923
168.536,-16.829,1923
151.95,46.925,1923
-161.894,55.417,1922
139.394,34.724,1922
160.533,54.753,1922
-16.783,65.033,1922
-71.93,-39.42,1922
-71.729,-38.692,1922
-163.97,54.756,1922
-84.703,10.463,1922
-17.316,64.416,1922
115.375,-8.242,1922
141.289,24.751,1922
168.346,-16.507,1922
-91.552,14.756,1922
125.5,3.67,1922
-155.287,19.421,1922
140.677,42.063,1922
125.4,2.78,1922
160.642,56.056,1922
-85.324,10.83,1922
137.587,36.227,1922
110.442,-7.542,1922
112.95,-7.942,1922
9.17,4.203,1922
145.037,-4.08,1922
177.18,-37.52,1922
-178.794,51.79,1922
-78.436,-0.677,1922
36.57,2.32,1921
-72.117,-40.59,1921
129.714,29.638,1921
-85.622,11.538,1921
55.708,-21.244,1921
175.57,-39.28,1921
130.017,-6.312,1921
159.443,54.049,1921
141.38,42.688,1921
112.95,-7.942,1921
101.728,-2.414,1921
101.264,-1.697,1921
103.13,-4.03,1921
-155.287,19.421,1921
125.4,2.78,1921
-16.783,65.033,1921
114.056,-8.119,1921
125.5,3.67,1921
35.914,-2.764,1921
115.375,-8.242,1921
122.775,-8.542,1921
29.2,-1.408,1921
137.587,36.227,1921
-71.93,-39.42,1920
138.523,36.406,1920
112.308,-7.93,1920
145.037,-4.08,1920
-89.633,13.813,1920
-88.269,13.434,1920
110.442,-7.542,1920
141.38,42.688,1920
55.708,-21.244,1920
168.37,-16.68,1920
150.516,-5.576,1920
29.2,-1.408,1920
29.25,-1.52,1920
123.505,-8.272,1920
137.587,36.227,1920
131.104,32.884,1920
-72.578,-42.377,1920
-155.287,19.421,1919
-88.269,13.434,1919
96.821,4.769,1919
137.587,36.227,1919
130.017,-6.312,1919
-155.608,19.475,1919
145.037,-4.08,1919
141.001,39.853,1919
-86.702,12.506,1919
140.677,42.063,1919
151.33,-5.05,1919
112.308,-7.93,1919
139.394,34.724,1919
141.38,42.688,1919
121.94,19.523,1919
131.104,32.884,1919
15.004,37.734,1919
138.523,36.406,1919
100.473,-0.381,1919
-98.622,19.023,1919
-155.287,19.421,1919
106.73,-6.72,1919
-86.161,11.984,1919
-72.117,-40.59,1919
-16.783,65.033,1919
-17.316,64.416,1919
15.004,37.734,1918
-19.083,63.633,1918
124.05,12.77,1918
144.818,-3.613,1918
100.473,-0.381,1918
43.38,-11.75,1918
127.33,0.8,1918
151.33,-5.05,1918
125.491,3.138,1918
108.058,-7.25,1918
175.57,-39.28,1918
141.38,42.688,1918
121.94,19.523,1918
100.473,-0.381,1918
15.004,37.734,1918
-155.287,19.421,1918
131.104,32.884,1918
110.442,-7.542,1918
-86.161,11.984,1918
-85.622,11.538,1918
29.25,-1.52,1918
176.5,-38.12,1918
96.329,4.914,1918
137.587,36.227,1918
124.737,1.112,1917
127.53,1.38,1917
175.632,-39.157,1917
-161.894,55.417,1917
-83.852,9.979,1917
158.196,52.449,1917
15.004,37.734,1917
100.473,-0.381,1917
-89.294,13.734,1917
99.539,0.686,1917
-91.55,-0.37,1917
138.523,36.406,1917
141.38,42.688,1917
55.708,-21.244,1917
145.67,18.77,1917
-72.618,-41.33,1917
176.5,-38.12,1917
114.242,-8.058,1917
114.056,-8.119,1917
-71.729,-38.692,1917
-70.352,-34.814,1917
121.94,19.523,1917
145.037,-4.08,1917
36.57,2.32,1917
145.8,18.13,1917
137.587,36.227,1917
35.914,-2.764,1916
158.196,52.449,1916
114.056,-8.119,1916
158.196,52.449,1916
140.051,31.44,1916
-155.608,19.475,1916
138.523,36.406,1916
100.473,-0.381,1916
131.104,32.884,1916
137.587,36.227,1916
-78.442,-1.467,1916
124.05,12.77,1916
-75.324,4.892,1916
-84.233,10.2,1916
-70.761,-35.653,1916
100.473,-0.381,1915
176.5,-38.12,1915
116.47,-8.42,1915
112.95,-7.942,1915
168.12,-16.25,1915
139.394,34.724,1915
167.17,-77.53,1915
55.708,-21.244,1915
137.587,36.227,1915
138.523,36.406,1915
114.056,-8.119,1915
124.737,1.112,1915
151.33,-5.05,1915
110.442,-7.542,1915
167.17,-77.53,1915
176.5,-38.12,1915
137.587,36.227,1915
139.918,31.888,1915
160.642,56.056,1915
-113.42,-18.53,1915
159.443,54.049,1915
40.573,12.888,1915
112.92,-8.108,1915
-71.93,-39.42,1915
-155.608,19.475,1914
138.523,36.406,1914
130.862,31.934,1914
-86.702,12.506,1914
-84.233,10.2,1914
-70.761,-35.653,1914
175.632,-39.157,1914
35.914,-2.764,1914
-161.894,55.417,1914
-71.729,-38.692,1914
100.473,-0.381,1914
122.775,-8.542,1914
151.786,46.815,1914
100.331,-0.39,1914
-121.508,40.492,1914
-84.233,10.2,1914
125.37,2.3,1914
139.394,34.724,1914
-72.117,-40.59,1914
176.5,-38.12,1914
131.104,32.884,1914
141.481,24.285,1914
130.657,31.593,1914
130.217,30.443,1914
129.857,29.859,1914
-178.146,51.885,1914
-71.377,-36.863,1914
15.004,37.734,1913
130.862,31.934,1913
168.12,-16.25,1913
137.587,36.227,1913
-155.1,58.236,1913
-86.161,11.984,1913
55.708,-21.244,1913
14.426,40.821,1913
100.473,-0.381,1913
112.92,-8.108,1913
114.056,-8.119,1913
175.632,-39.157,1913
-19.666,63.983,1913
124.737,1.112,1913
125.5,3.67,1913
176.5,-38.12,1913
-103.62,19.514,1913
160.642,56.056,1913
175.632,-39.157,1913
144.818,-3.613,1913
35.914,-2.764,1913
-68.83,-19.15,1913
-69.092,-18.42,1913
167.17,-77.53,1912
29.2,-1.408,1912
-175.63,-15.6,1912
112.92,-8.108,1912
15.004,37.734,1912
-85.324,10.83,1912
-154.963,58.28,1912
-155.157,58.27,1912
-175.382,-20.536,1912
176.5,-38.12,1912
119.07,-8.2,1912
139.394,34.724,1912
137.587,36.227,1912
-77.656,-0.077,1912
-70.761,-35.653,1912
-89.633,13.813,1912
159.443,54.049,1912
144.896,20.538,1912
168.12,-16.25,1912
-69.832,-34.164,1912
-71.729,-38.692,1912
-60.652,-63.001,1912
-91.17,-0.83,1911
112.92,-8.108,1911
-26.67,-57.08,1911
100.473,-0.381,1911
124.737,1.112,1911
160.642,56.056,1911
167.17,-77.53,1911
15.004,37.734,1911
127.33,0.8,1911
-68.391,-21.888,1911
127.63,1.488,1911
15.004,37.734,1911
29.25,-1.52,1911
-175.53,-20.85,1911
137.587,36.227,1911
-144.017,62.006,1911
167.17,-77.53,1911
-25.88,37.6,1911
119.07,-8.2,1911
120.993,14.002,1911
131.104,32.884,1911
127.53,1.38,1911
150.516,-5.576,1911
151.158,-4.92,1911
-165.986,54.134,1911
159.443,54.049,1911
-72.618,-41.33,1911
15.004,37.734,1910
139.394,34.724,1910
55.708,-21.244,1910
112.92,-8.108,1910
124.737,1.112,1910
137.587,36.227,1910
36.75,-3.25,1910
175.632,-39.157,1910
-84.233,10.2,1910
160.642,56.056,1910
140.839,42.544,1910
176.5,-38.12,1910
-17.516,64.633,1910
15.213,38.789,1910
121.18,-8.82,1910
107.6,-6.77,1910
131.104,32.884,1910
15.004,37.734,1910
73.513,-53.106,1910
43.38,-11.75,1910
-73.4,-52.33,1910
15.004,37.734,1910
-84.233,10.2,1910
112.95,-7.942,1910
175.632,-39.157,1910
156.52,-8.292,1910
168.12,-16.25,1910
36.33,1.5,1910
123.57,-8.53,1910
100.473,-0.381,1910
-17.316,64.416,1910
116.47,-8.42,1909
-16.641,28.271,1909
123.258,-8.342,1909
112.92,-8.108,1909
-168.03,53.93,1909
-71.93,-39.42,1909
158.836,53.256,1909
165.8,-10.38,1909
168.12,-16.25,1909
101.728,-2.414,1909
160.642,56.056,1909
177.18,-37.52,1909
106.965,-6.77,1909
29.2,-1.408,1909
9.17,4.203,1909
144.818,-3.613,1909
55.708,-21.244,1909
131.104,32.884,1909
175.632,-39.157,1909
-72.618,-41.33,1909
110.442,-7.542,1909
138.523,36.406,1909
112.95,-7.942,1909
141.38,42.688,1909
122.775,-8.542,1909
145.037,-4.08,1909
145.8,18.13,1909
-24.35,14.95,1909
-103.62,19.514,1908
-71.93,-39.42,1908
176.5,-38.12,1908
101.264,-1.697,1908
138.523,36.406,1908
155.196,-6.137,1908
144.818,-3.613,1908
124.737,1.112,1908
15.004,37.734,1908
15.004,37.734,1908
167.17,-77.53,1908
-165.986,54.134,1908
103.13,-4.03,1908
138.523,36.406,1908
131.104,32.884,1908
112.92,-8.108,1908
110.442,-7.542,1908
29.2,-1.408,1908
168.12,-16.25,1908
168.346,-16.507,1908
-153.43,59.363,1908
159.443,54.049,1908
-73.585,-50.964,1908
-78.436,-0.677,1908
100.473,-0.381,1907
112.95,-7.942,1907
131.104,32.884,1907
137.587,36.227,1907
55.708,-21.244,1907
127.33,0.8,1907
29.2,-1.408,1907
144.818,-3.613,1907
175.632,-39.157,1907
-86.845,12.602,1907
122.775,-8.542,1907
-85.622,11.538,1907
112.95,-7.942,1907
138.523,36.406,1907
160.642,56.056,1907
-70.761,-35.653,1907
112.92,-8.108,1907
-175.65,-21.38,1907
124.737,1.112,1907
40.573,12.888,1907
-78.436,-0.677,1907
-71.93,-39.42,1907
-72.618,-41.33,1907
-72.07,-40.35,1907
-25.88,37.6,1907
29.2,-1.408,1907
157.572,51.844,1907
-69.797,-33.425,1907
175.632,-39.157,1907
138.523,36.406,1907
-155.608,19.475,1907
112.92,-8.108,1907
102.62,-3.52,1907
121.94,19.523,1907
148.42,-5.525,1907
35.914,-2.764,1907
-165.986,54.134,1907
-166.923,53.891,1907
-174.166,52.381,1907
-71.377,-36.863,1907
-71.729,-38.692,1907
-70.903,-16.355,1907
-28.08,38.65,1907
-155.287,19.421,1906
-175.07,-19.75,1906
-70.903,-16.355,1906
112.95,-7.942,1906
109.992,-7.3,1906
-78.436,-0.677,1906
-71.377,-36.863,1906
124.737,1.112,1906
131.104,32.884,1906
40.67,13.6,1906
-177.168,51.923,1906
116.47,-8.42,1906
-71.93,-39.42,1906
139.918,31.888,1906
138.523,36.406,1906
175.57,-39.28,1906
-168.03,53.93,1906
175.632,-39.157,1906
-174.325,-18.02,1906
176.5,-38.12,1906
110.442,-7.542,1906
-86.161,11.984,1906
-175.07,-19.75,1906
29.25,-1.52,1906
-161.894,55.417,1906
145.406,19.671,1906
154.808,49.57,1906
-76.4,2.32,1906
-70.761,-35.653,1906
-72.618,-41.33,1906
-72.578,-42.377,1906
