lat,lng,vlat,vlng,mag,atan2
-4,316,-4.682,12.645,13.48395895,-0.354612925
-4,320,-4.744,12.755,13.60865758,-0.356078713
-4,324,-4.806,12.803,13.67532248,-0.359104454
-4,328,-4.869,12.789,13.68450518,-0.363774092
-4,332,-4.931,12.712,13.63487092,-0.37003306
-4,336,-4.992,12.574,13.52869321,-0.377925879
-4,340,-5.053,12.374,13.36595245,-0.387689203
-4,344,-5.113,12.114,13.14883132,-0.39938938
-4,348,9.002,14.776,17.30220159,0.547179503
-4,352,23.086,18.2,29.39733655,0.903195464
-4,356,22.997,18.554,29.54848431,0.891922238
-4,0,22.906,18.817,29.64395933,0.883089694
-4,4,22.814,18.989,29.68266695,0.87664469
-4,8,22.721,19.068,29.66197001,0.872591867
-4,12,22.628,19.055,29.58241723,0.87090754
-4,16,22.536,18.948,29.44313163,0.871674631
-4,20,22.444,18.749,29.24479675,0.874858449
-4,24,22.353,18.459,28.9895031,0.880523312
-4,28,22.264,18.079,28.67988733,0.888763915
-4,32,23.066,16.96,28.6300883,0.936781884
-4,36,24.075,16.829,29.37381259,0.960725774
-4,40,25.449,16.502,30.33096776,0.995522686
-4,44,25.371,15.26,29.60667562,1.029293617
-4,48,25.3,13.944,28.88814871,1.067073507
-4,52,25.236,12.56,28.18881509,1.108989051
-4,56,25.178,11.115,27.52226206,1.155069576
-4,60,25.128,9.616,26.90508948,1.205308976
-4,64,25.084,8.069,26.34987319,1.259570942
-4,68,25.049,6.484,25.87459482,1.31750327
-4,72,43.639,36.022,56.58574737,0.880726029
-4,76,44.058,37.751,58.01935337,0.862340176
-4,80,44.361,39.072,59.11446105,0.848705635
-4,84,44.435,40.506,60.12657699,0.831620853
-4,88,44.259,42.277,61.20623996,0.808297922
-4,92,43.867,44.732,62.65193942,0.775635384
-4,96,43.228,47.612,64.30833949,0.737174901
-4,100,28.107,39.955,48.85084927,0.61304862
-4,104,24.743,-5.379,25.32093383,1.784860366
-4,108,27.128,-8.835,28.53043303,1.885641572
-4,112,27.175,-10.337,29.07463145,1.934280924
-4,116,27.229,-11.789,29.67151769,1.979387702
-4,120,26.413,-11.587,28.84276578,1.984201374
-4,124,15.588,13.002,20.29871296,0.875603901
-4,128,13.092,27.744,30.67784217,0.440904375
-4,132,8.486,55.39,56.03627661,0.152022499
-4,136,22.345,49.284,54.11295299,0.425671615
-4,140,11.923,48.787,50.2227966,0.239690671
-4,144,-15.581,41.364,44.20122235,-0.360242912
-4,148,36.267,-4.709,36.57143653,1.699916501
-4,152,36.414,-55.91,66.72261608,2.56430639
-4,156,-65.345,24.843,69.90810879,-1.207490195
-4,160,-65.47,26.494,70.62756499,-1.186267234
-4,164,-65.602,28.016,71.33385353,-1.167182008
-4,168,-65.742,29.401,72.01686861,-1.150258394
-4,172,-65.888,30.644,72.66555773,-1.135462784
-4,176,-66.04,31.737,73.27017653,-1.122811257
-4,180,-66.197,32.675,73.82207281,-1.11227986
0,180,-67.22,32.675,74.74077886,-1.11833815
0,184,-67.22,33.454,75.08460905,-1.109007031
0,188,-67.22,34.071,75.36153821,-1.101677319
0,192,-67.22,34.521,75.56604953,-1.096365582
0,196,-67.22,34.803,75.69529185,-1.09305158
0,200,-67.22,34.915,75.74685224,-1.091738524
0,204,-67.22,34.858,75.72059538,-1.092406552
0,208,-67.22,34.63,75.6159064,-1.095083295
0,212,-67.22,34.234,75.43537072,-1.099749965
0,216,-67.22,33.671,75.18154455,-1.106423007
0,220,-67.22,32.944,74.8587706,-1.1151063
0,224,-67.22,32.057,74.4726772,-1.125801545
0,228,-67.22,31.013,74.02928183,-1.138531012
0,232,-67.22,29.818,73.53666789,-1.153287218
0,236,-67.22,28.478,73.00359501,-1.170066582
0,240,-67.22,27,72.43982606,-1.188854421
0,244,-67.22,25.389,71.85492134,-1.209660559
0,248,-67.22,23.655,71.26070042,-1.232426128
0,252,-67.22,21.806,70.66845149,-1.257109464
0,256,-67.22,19.851,70.08987517,-1.283644237
0,260,49.829,2.917,49.91430787,1.512322854
0,264,49.829,5.959,50.18405047,1.451772592
0,268,49.829,8.972,50.63028763,1.392649349
0,272,49.829,11.941,51.23979627,1.335592176
0,276,49.829,14.852,51.99529926,1.281120883
0,280,18.714,12.148,22.3111564,0.995026137
0,284,-4.835,9.653,10.79618609,-0.464351805
0,288,-4.835,10.217,11.30328775,-0.442003912
0,292,-4.835,10.73,11.76903246,-0.423357578
0,296,-4.835,11.192,12.19172215,-0.407788955
0,300,-4.835,11.598,12.56546175,-0.394974773
0,304,-4.835,11.949,12.89014453,-0.384496848
0,308,-4.835,12.241,13.16128056,-0.376174835
0,312,-4.835,12.473,13.37732985,-0.369803655
0,316,-4.835,12.645,13.5378451,-0.365211596
0,320,-4.835,12.755,13.64064698,-0.362331512
0,324,-4.835,12.803,13.68554106,-0.361088312
0,328,-4.835,12.789,13.67244477,-0.361450068
0,332,-4.835,12.712,13.60044738,-0.363452179
0,336,22.744,15.922,27.76327826,0.960034953
0,340,22.744,16.616,28.16701958,0.939849237
0,344,22.744,17.229,28.53292794,0.922500739
0,348,22.744,17.758,28.8554345,0.90788691
0,352,22.744,18.2,29.12953031,0.895926712
0,356,22.744,18.554,29.35200933,0.886509872
0,0,22.744,18.817,29.51896043,0.879606088
0,4,22.744,18.989,29.62889902,0.875133281
0,8,22.744,19.068,29.67959164,0.873090035
0,12,22.744,19.055,29.67124131,0.873425785
0,16,22.744,18.948,29.60263907,0.876196457
0,20,22.744,18.749,29.47566008,0.881383596
0,24,22.744,18.459,29.29205041,0.889022934
0,28,22.744,18.079,29.05408365,0.899178426
0,32,24.455,16.96,29.76052125,0.964433481
0,36,26.02,17.596,31.41113841,0.976189079
0,40,26.715,16.502,31.40075205,1.017459765
0,44,26.715,15.26,30.76619614,1.051811474
0,48,26.715,13.944,30.13513499,1.0897402
0,52,26.715,12.56,29.52024432,1.131314341
0,56,26.715,11.115,28.93500389,1.17652361
0,60,26.715,9.616,28.39293365,1.22528714
0,64,26.715,8.069,27.90698812,1.277468977
0,68,38.653,36.941,53.46673629,0.808041593
0,72,39.521,36.259,53.63417308,0.828417265
0,76,40.813,36.594,54.81625493,0.839848402
0,80,41.693,37.287,55.93412749,0.841126675
0,84,42.161,38.387,57.01852059,0.832217972
0,88,42.225,40.021,58.17758216,0.812189407
0,92,42.019,42.858,60.02003436,0.775513593
0,96,41.532,46.809,62.57786753,0.725734622
0,100,27.77,9.846,29.46381876,1.230069134
0,104,28.722,-7.289,29.63246201,1.819327198
0,108,28.722,-8.835,30.05013326,1.86921452
0,112,28.722,-10.337,30.52551151,1.916261904
0,116,28.722,-11.789,31.04728338,1.96028038
0,120,22.396,16.916,28.06656146,0.923903275
0,124,4.682,7.911,9.192662563,0.534393566
0,128,-24.152,15.575,28.73847124,-0.998032974
0,132,-56.442,25.755,62.04046574,-1.142708128
0,136,-61.177,14.026,62.76427332,-1.345422161
0,140,-61.177,13.834,62.72164606,-1.348405895
0,144,-61.177,13.575,62.66502975,-1.352437207
0,148,-61.177,13.25,62.59542978,-1.357506012
0,152,-67.22,23.071,71.06897664,-1.240177624
0,156,-67.22,24.843,71.66381967,-1.216788077
0,160,-67.22,26.494,72.25275383,-1.195353028
0,164,-67.22,28.016,72.82461573,-1.175908029
0,168,-67.22,29.401,73.36857093,-1.15848266
0,172,-67.22,30.644,73.87545693,-1.143066486
0,176,-67.22,31.737,74.33549333,-1.12968713
0,180,-67.22,32.675,74.74077886,-1.11833815
4,180,-67.915,32.675,75.36645706,-1.122369642
4,184,-67.754,33.454,75.56305071,-1.112155719
4,188,-67.589,34.071,75.69085785,-1.103881354
4,192,-67.422,34.521,75.74579543,-1.097583869
4,196,-67.253,34.803,75.7245985,-1.093251946
4,200,-67.084,34.915,75.6261878,-1.090909601
4,204,-66.914,34.858,75.44907925,-1.090539501
4,208,-66.744,34.63,75.19307439,-1.092184156
4,212,-66.577,34.234,74.86296604,-1.095852092
4,216,-66.411,33.671,74.45909724,-1.101556949
4,220,-66.249,32.944,73.9880878,-1.109330748
4,224,-66.091,32.057,73.45523487,-1.119185472
4,228,-65.937,31.013,72.86627572,-1.131154616
4,232,-65.789,29.818,72.2309189,-1.145253886
4,236,-65.647,28.478,71.55784438,-1.161491426
4,240,-65.512,27,70.85775994,-1.179869947
4,244,-65.384,25.389,70.14035056,-1.200411447
4,248,-65.264,23.655,69.41864822,-1.223072677
4,252,-65.154,21.806,68.70622499,-1.247830684
4,256,-65.052,19.851,68.0134171,-1.274616109
4,260,50.527,48.385,69.95774406,0.807050392
4,264,50.78,55.562,75.27113819,0.740460315
4,268,51.068,62.469,80.68653286,0.685317048
4,272,51.388,69.072,86.09104325,0.639635424
4,276,51.74,75.338,91.39388297,0.601792572
4,280,46.912,17.691,50.13688488,1.210176785
4,284,3.016,13.872,14.19607833,0.214084626
4,288,-5.362,10.217,11.53854987,-0.483299289
4,292,-5.311,10.73,11.97245259,-0.459613415
4,296,-5.257,11.192,12.36514913,-0.439123747
4,300,-5.202,11.598,12.71119223,-0.421627144
4,304,-5.144,11.949,13.00920201,-0.406516816
4,308,-5.085,12.241,13.25516149,-0.393717517
4,312,-5.025,12.473,13.447169,-0.382978236
4,316,-4.964,12.645,13.58445144,-0.374081575
4,320,-4.902,12.755,13.66453911,-0.366916379
4,324,-4.84,12.803,13.68730832,-0.361430057
4,328,8.515,13.547,16.00082604,0.561149806
4,332,21.88,15.15,26.6130964,0.965180369
4,336,21.956,15.922,27.12150475,0.943371715
4,340,22.035,16.616,27.5976934,0.924693548
4,344,22.117,17.229,28.03569386,0.908996094
4,348,22.203,17.758,28.43096504,0.896176232
4,352,22.29,18.2,28.77645044,0.886069285
4,356,22.38,18.554,29.07086714,0.878594931
4,0,22.471,18.817,29.3091339,0.87366848
4,4,22.563,18.989,29.49018633,0.871199694
4,8,22.655,19.068,29.61144456,0.871159054
4,12,22.748,19.055,29.67430756,0.873512352
4,16,22.841,18.948,29.67723008,0.878288553
4,20,22.933,18.749,29.62174016,0.885442109
4,24,23.023,18.459,29.50920551,0.894981032
4,28,23.112,18.079,29.34305344,0.90698237
4,32,24.479,17.093,29.85619015,0.961231044
4,36,26.607,16.617,31.36968502,1.012531538
4,40,27.852,16.502,32.37359893,1.035918022
4,44,27.929,15.26,31.82603716,1.070732416
4,48,28,13.944,31.27994783,1.108749997
4,52,28.065,12.56,30.74732224,1.149996258
4,56,28.122,11.115,30.23888406,1.194398254
4,60,28.173,9.616,29.76886603,1.241875342
4,64,38.93,37.402,53.98568796,0.805413307
4,68,39.111,36.941,53.79877138,0.813923533
4,72,39.289,36.3,53.49126584,0.824920363
4,76,39.464,35.481,53.0689048,0.838493852
4,80,40.058,35.1,53.26024187,0.851270416
4,84,40.765,35.95,54.35243992,0.848080717
4,88,40.804,37.263,55.25846166,0.830725569
4,92,39.975,40.138,56.64856281,0.78336354
4,96,29.881,-3.387,30.07234494,1.683664211
4,100,30.247,-5.708,30.78087512,1.757315755
4,104,30.215,-7.289,31.08175906,1.80751136
4,108,30.176,-8.835,31.44277661,1.855618335
4,112,30.129,-10.337,31.85294665,1.90130326
4,116,30.075,-11.789,32.30303617,1.944375656
4,120,30.015,-13.183,32.78249097,1.984644269
4,124,16.736,-10.799,19.91763282,2.143829155
4,128,-61.083,24.408,65.7790495,-1.19064565
4,132,-69.288,22.932,72.98426932,-1.251177522
4,136,-60.87,14.026,62.46507485,-1.344323857
4,140,-60.802,13.834,62.35593604,-1.347079466
4,144,-60.736,13.575,62.23457496,-1.35090216
4,148,-60.869,13.992,62.45647464,-1.34485074
4,152,-68.884,23.071,72.64486559,-1.247613614
4,156,-68.768,24.843,73.11779861,-1.224127398
4,160,-68.643,26.494,73.5784852,-1.202444736
4,164,-68.51,28.016,74.01700045,-1.182612885
4,168,-68.37,29.401,74.42362327,-1.164674815
4,172,-68.224,30.644,74.79016588,-1.148634967
4,176,-68.072,31.737,75.10681962,-1.13453032
4,180,-67.915,32.675,75.36645706,-1.122369642
8,180,-68.279,32.675,75.69463301,-1.124454489
8,184,-67.958,33.454,75.74602221,-1.113348083
8,188,-67.63,34.071,75.72747151,-1.104125063
8,192,-67.296,34.521,75.63366352,-1.096824627
8,196,-66.959,34.803,75.46361037,-1.091461383
8,200,-66.62,34.915,75.21490294,-1.088061506
8,204,-66.281,34.858,74.88825759,-1.086634334
8,208,-65.944,34.63,74.48387769,-1.087237586
8,212,-65.609,34.234,74.0034299,-1.089870501
8,216,-65.279,33.671,73.45123608,-1.094587651
8,220,-64.955,32.944,72.8317181,-1.101419723
8,224,-64.639,32.057,72.15158744,-1.110402805
8,228,-64.333,31.013,71.41807235,-1.121595448
8,232,-64.037,29.818,70.63887381,-1.135014986
8,236,-63.754,28.478,69.82527479,-1.150701993
8,240,-63.484,27,68.9870876,-1.168668205
8,244,-63.229,25.389,68.13595058,-1.188962697
8,248,-62.991,23.655,67.28614349,-1.211561222
8,252,-62.77,21.806,66.44978959,-1.236443877
8,256,-62.568,19.851,65.64157848,-1.263571021
8,260,42.844,48.385,64.6275217,0.72473542
8,264,43.349,55.562,70.47177907,0.662545344
8,268,43.923,62.469,76.36495197,0.612814679
8,272,44.562,69.072,82.19922766,0.572960207
8,276,45.264,75.338,87.88995358,0.541016594
8,280,21.574,12.356,24.86178216,1.050672374
8,284,12.847,14.023,19.0181476,0.741659794
8,288,2.265,10.413,10.6564907,0.214180289
8,292,-5.76,10.73,12.17827985,-0.492662242
8,296,-5.654,11.192,12.5390821,-0.467784828
8,300,-5.543,11.598,12.854511,-0.445833981
8,304,-5.429,11.949,13.1245054,-0.426463542
8,308,-5.311,12.241,13.34349287,-0.409359381
8,312,-5.191,12.473,13.51007809,-0.394375476
8,316,-5.069,12.645,13.62317092,-0.381256074
8,320,-4.945,12.755,13.68002376,-0.369850431
8,324,20.632,13.39,24.59616889,0.995130145
8,328,20.766,14.305,25.21626025,0.967581714
8,332,20.91,15.15,25.82151429,0.943793837
8,336,21.061,15.922,26.40219319,0.923469769
8,340,21.219,16.616,26.9506478,0.906463043
8,344,21.383,17.229,27.46035561,0.892569097
8,348,21.553,17.758,27.92630253,0.881637797
8,352,21.728,18.2,28.34335873,0.873528332
8,356,21.907,18.554,28.70831874,0.868079164
8,0,22.088,18.817,29.01653379,0.865194141
8,4,22.272,18.989,29.26814147,0.864797551
8,8,22.457,19.068,29.46023545,0.866831167
8,12,22.642,19.055,29.59312739,0.871212268
8,16,22.827,18.948,29.66645636,0.87798725
8,20,23.01,18.749,29.68139318,0.887084113
8,24,23.191,18.459,29.64046494,0.898526519
8,28,23.369,18.079,29.5459033,0.912341657
8,32,23.542,17.611,29.40022253,0.928533304
8,36,23.711,17.057,29.20877899,0.94718781
8,40,28.852,16.502,33.2378385,1.051254649
8,44,29.007,15.26,32.776114,1.086503127
8,48,29.149,13.944,32.31252601,1.124602165
8,52,29.277,12.56,31.85743758,1.16553771
8,56,29.393,11.115,31.42438025,1.209265774
8,60,38.651,37.682,53.97993076,0.79809186
8,64,39.016,37.402,54.04773686,0.806515702
8,68,39.377,36.941,53.99245883,0.817306405
8,72,39.733,36.3,53.81822451,0.830518966
8,76,40.082,35.481,53.53006711,0.846212669
8,80,40.422,34.49,53.13659929,0.864419517
8,84,40.735,33.38,52.66464303,0.884311978
8,88,40.793,34.131,53.18828828,0.874081707
8,92,32.313,44.206,54.75673844,0.631206422
8,96,31.672,-4.1,31.9362738,1.699532284
8,100,31.624,-5.708,32.13500646,1.749369489
8,104,31.561,-7.289,32.39176195,1.797766408
8,108,31.483,-8.835,32.69918216,1.844386946
8,112,31.39,-10.337,33.04823246,1.888920346
8,116,31.282,-11.789,33.42968808,1.931198517
8,120,31.161,-13.183,33.83488451,1.971023374
8,124,-1.454,-4.931,5.140902353,-2.854849641
8,128,-64.637,27.253,70.14747164,-1.171782223
8,132,-64.393,22.932,68.354481,-1.228674801
8,136,-64.192,18.499,66.80438507,-1.290216383
8,140,-60.132,13.834,61.70281177,-1.344670447
8,144,-70.625,19.198,73.18779836,-1.305379539
8,148,-70.429,21.186,73.54652022,-1.278593291
8,152,-70.213,23.071,73.90626773,-1.253324553
8,156,-69.981,24.843,74.25978057,-1.229677363
8,160,-69.731,26.494,74.59453329,-1.207696686
8,164,-69.466,28.016,74.90274636,-1.187443879
8,168,-69.187,29.401,75.17486129,-1.168968222
8,172,-68.895,30.644,75.40275699,-1.152281139
8,176,-68.592,31.737,75.57843365,-1.137437639
8,180,-68.279,32.675,75.69463301,-1.124454489
12,180,-68.311,32.675,75.7234993,-1.124636908
12,184,-67.831,33.454,75.63210084,-1.112606456
12,188,-67.34,34.071,75.46859374,-1.102396189
12,192,-66.842,34.521,75.22999671,-1.094070185
12,196,-66.339,34.803,74.91402893,-1.087644501
12,200,-65.833,34.915,74.51872995,-1.083158988
12,204,-65.326,34.858,74.04435455,-1.080630858
12,208,-64.822,34.63,73.49237092,-1.080139448
12,212,-64.322,34.234,72.86485051,-1.081699579
12,216,-63.829,33.671,72.16562535,-1.08537678
12,220,-63.345,32.944,71.39955295,-1.091219875
12,224,-62.873,32.057,70.57382927,-1.099284644
12,228,-62.415,31.013,69.69532548,-1.109644814
12,232,-61.973,29.818,68.77329317,-1.122346164
12,236,-61.55,28.478,67.81886894,-1.137447271
12,240,-61.147,27,66.84276781,-1.154984182
12,244,-60.767,25.389,65.85764656,-1.175032246
12,248,-60.411,23.655,64.87717585,-1.19758019
12,252,-60.081,21.806,63.91578989,-1.222637528
12,256,-59.778,19.851,62.98786776,-1.250175375
12,260,34.952,48.385,59.6887806,0.625583885
12,264,35.707,55.562,66.04639046,0.571191924
12,268,36.564,62.469,72.38302327,0.529551213
12,272,34.873,63.749,72.66402913,0.500564764
12,276,13.035,6.494,14.56307869,1.108592028
12,280,13.141,8.142,15.45891474,1.016098581
12,284,13.271,9.751,16.46819486,0.937120375
12,288,12.188,11.583,16.81407842,0.81084385
12,292,12.671,12.52,17.81304693,0.791392296
12,296,13.796,14.261,19.84201948,0.768826276
12,300,4.062,13.201,13.81181541,0.298509578
12,304,-5.687,11.949,13.23331289,-0.444214531
12,308,-5.511,12.241,13.42435108,-0.423027149
12,312,-5.332,12.473,13.56487939,-0.403972197
12,316,6.957,12.007,13.87688358,0.5251437
12,320,19.235,12.41,22.89090048,0.997818342
12,324,19.422,13.39,23.59038329,0.967203424
12,328,19.623,14.305,24.28363964,0.940876796
12,332,19.837,15.15,24.96055025,0.918569338
12,336,20.063,15.922,25.61316171,0.899969927
12,340,20.299,16.616,26.23243902,0.884838832
12,344,20.545,17.229,26.81297197,0.872958951
12,348,20.799,17.758,27.3485825,0.864105477
12,352,21.06,18.2,27.83457562,0.858117392
12,356,21.327,18.554,28.26821262,0.85481829
12,0,21.598,18.817,28.64529792,0.85410095
12,4,21.873,18.989,28.96567365,0.85586034
12,8,22.149,19.068,29.22613257,0.860010111
12,12,22.426,19.055,29.42819228,0.866486092
12,16,22.702,18.948,29.57038228,0.875287328
12,20,22.975,18.749,29.65426826,0.886338567
12,24,23.245,18.459,29.68273414,0.899659475
12,28,23.511,18.079,29.65834388,0.91527133
12,32,23.77,17.611,29.58310702,0.933149944
12,36,24.022,17.057,29.46180125,0.953352242
12,40,25.432,17.067,30.62791395,0.979742026
12,44,33.153,21.973,39.77353565,0.985492367
12,48,30.155,13.944,33.22287105,1.137669579
12,52,30.348,12.56,32.84440141,1.178394096
12,56,30.52,11.115,32.48097328,1.221538712
12,60,38.367,37.682,53.776945,0.79440527
12,64,38.912,37.402,53.97270929,0.805182253
12,68,39.452,36.941,54.0471811,0.818255837
12,72,39.984,36.3,54.00379853,0.833653892
12,76,40.505,35.481,53.84752906,0.851419514
12,80,41.013,34.49,53.58755704,0.871578094
12,84,41.505,33.331,53.23176294,0.894192392
12,88,41.98,32.01,52.79167074,0.919339334
12,92,40.368,45.566,60.87557622,0.724983492
12,96,32.919,-4.1,33.17334112,1.694706382
12,100,32.848,-5.708,33.34025147,1.742848384
12,104,32.753,-7.289,33.55426247,1.789772363
12,108,32.636,-8.835,33.81073381,1.835172897
12,112,32.497,-10.337,34.10144539,1.878766546
12,116,32.336,-11.789,34.41798101,1.920398901
12,120,30.671,-12.87,33.26179702,1.96809668
12,124,-27.764,12.188,30.32139575,-1.157139521
12,128,-59.549,27.253,65.48900221,-1.141593344
12,132,-59.185,22.932,63.47236288,-1.201144173
12,136,-58.884,18.499,61.72145864,-1.266399821
12,140,-58.697,14.047,60.35442004,-1.335900309
12,144,-41.075,12.292,42.87480483,-1.280020905
12,148,-71.522,21.186,74.59385417,-1.282814193
12,152,-71.2,23.071,74.84457924,-1.257441196
12,156,-70.853,24.843,75.08210345,-1.233562726
12,160,-70.48,26.494,75.29516874,-1.211229788
12,164,-70.084,28.016,75.47624336,-1.190506457
12,168,-69.667,29.401,75.61686115,-1.171450855
12,172,-69.231,30.644,75.70988111,-1.15408476
12,176,-68.778,31.737,75.74728017,-1.13846877
12,180,-68.311,32.675,75.7234993,-1.124636908
16,180,-68.009,32.675,75.45117432,-1.122909774
16,184,-67.373,33.454,75.22161421,-1.109913277
16,188,-66.723,34.071,74.91856759,-1.098678138
16,192,-66.063,34.521,74.53871082,-1.089274512
16,196,-65.395,34.803,74.07938198,-1.081724378
16,200,-64.724,34.915,73.54082812,-1.07609332
16,204,-64.053,34.858,72.92370652,-1.072412689
16,208,-63.384,34.63,72.22719956,-1.070757896
16,212,-62.721,34.234,71.45551481,-1.071172614
16,216,-62.067,33.671,70.61195883,-1.073733829
16,220,-61.426,32.944,69.70265857,-1.078516528
16,224,-60.801,32.057,68.7343644,-1.085591329
16,228,-60.193,31.013,67.71265331,-1.095042228
16,232,-59.608,29.818,66.65003217,-1.106960841
16,236,-59.047,28.478,65.55566103,-1.121413776
16,240,-58.513,27,64.44199849,-1.138473089
16,244,-58.009,25.389,63.32176089,-1.158240298
16,248,-57.536,23.655,62.20892477,-1.180728762
16,252,-57.099,21.806,61.12117012,-1.205991759
16,256,26.03,40.971,48.54053709,0.565991334
16,260,26.89,48.385,55.35503884,0.507247649
16,264,3.333,17.37,17.68688183,0.189578281
16,268,-2.819,3.569,4.548023967,-0.668525576
16,272,-0.614,2.012,2.103601673,-0.296192211
16,276,11.109,6.494,12.86786373,1.041798884
16,280,11.25,8.142,13.88721225,0.944318895
16,284,11.422,9.751,15.01812522,0.864156185
16,288,11.625,11.312,16.22041827,0.79904339
16,292,11.857,12.818,17.46108739,0.746471535
16,296,12.118,14.261,18.7142204,0.704337314
16,300,12.384,15.568,19.89286505,0.671977477
16,304,-6.16,11.69,13.21369365,-0.484971391
16,308,-5.95,12.421,13.77257205,-0.446729244
16,312,-5.68,13.111,14.28848211,-0.408815785
16,316,17.641,11.369,20.9871161,0.998322272
16,320,17.87,12.41,21.75649328,0.963798176
16,324,18.118,13.39,22.52895967,0.934343982
16,328,18.385,14.305,23.29466141,0.909564905
16,332,18.668,15.15,24.04197837,0.889052771
16,336,18.968,15.922,24.76479574,0.872480322
16,340,19.281,16.616,25.45286658,0.859502406
16,344,19.607,17.229,26.10120476,0.849865119
16,348,19.943,17.758,26.70336707,0.843289427
16,352,20.289,18.2,27.25588966,0.83962021
16,356,20.643,18.554,27.75579876,0.838642686
16,0,21.003,18.817,28.19938826,0.840240152
16,4,21.367,18.989,28.5855,0.844255667
16,8,21.733,19.068,28.91214127,0.850622539
16,12,22.1,19.055,29.18052476,0.859252173
16,16,22.466,18.948,29.38958761,0.870141836
16,20,22.829,18.749,29.54129723,0.883213819
16,24,23.187,18.459,29.63733541,0.898442468
16,28,23.539,18.079,29.68054518,0.915846391
16,32,23.882,17.611,29.67317383,0.9353969
16,36,24.216,17.057,29.62019421,0.957144154
16,40,26.8,15.636,31.02780198,1.042647641
16,44,34.702,28.686,45.02349831,0.880022289
16,48,35.263,29.627,46.05690283,0.872035421
16,52,35.841,30.424,47.01273292,0.866964322
16,56,36.433,31.072,47.88353238,0.864648173
16,60,37.896,37.682,53.44193054,0.788229668
16,64,38.619,37.402,53.76185232,0.80140553
16,68,39.335,36.941,53.96183564,0.816773883
16,72,40.04,36.3,54.04527361,0.834350379
16,76,40.731,35.481,54.01773525,0.854176297
16,80,41.404,34.49,53.88739478,0.876248131
16,84,42.057,33.331,53.66327245,0.90063323
16,88,42.686,32.01,53.35480012,0.927362691
16,92,43.288,30.532,52.97219995,0.956507146
16,96,42.612,27.631,50.78636338,0.995523923
16,100,33.851,-5.503,34.29538176,1.731951909
16,104,33.786,-7.289,34.56332329,1.78327992
16,108,33.631,-8.835,34.77213519,1.827695546
16,112,33.446,-10.337,35.00697766,1.870549075
16,116,33.233,-11.789,35.26205907,1.911685618
16,120,-22.24,-4.103,22.61530917,-1.753232421
16,124,-54.736,31.442,63.12391829,-1.049390529
16,128,-54.171,27.253,60.64011255,-1.10467813
16,132,-53.688,22.932,58.38045879,-1.167119082
16,136,-53.289,18.499,56.40860326,-1.236667364
16,140,-52.977,13.975,54.7892613,-1.312878058
16,144,-52.752,9.384,53.58015454,-1.394748898
16,148,-72.266,21.186,75.30751192,-1.285620151
16,152,-71.84,23.071,75.45367215,-1.260055801
16,156,-71.379,24.843,75.57867616,-1.235865516
16,160,-70.885,26.494,75.67440294,-1.213112945
16,164,-70.36,28.016,75.73259441,-1.191859222
16,168,-69.808,29.401,75.7467865,-1.172174621
16,172,-69.23,30.644,75.70896668,-1.154079414
16,176,-68.629,31.737,75.61201498,-1.137643123
16,180,-68.009,32.675,75.45117432,-1.122909774
20,180,-67.377,32.675,74.88201222,-1.119254751
20,184,-66.587,33.454,74.51844527,-1.105222273
20,188,-65.78,34.071,74.07996653,-1.092889069
20,192,-64.961,34.521,73.56378839,-1.082336701
20,196,-64.133,34.803,72.96773601,-1.073598832
20,200,-63.301,34.915,72.2915889,-1.066747724
20,204,-62.467,34.858,71.53465072,-1.061814575
20,208,-61.637,34.63,70.69905706,-1.058910002
20,212,-60.815,34.234,69.78847312,-1.058087621
20,216,-60.004,33.671,68.80564117,-1.059436078
20,220,-59.208,32.944,67.75613921,-1.063044145
20,224,-58.432,32.057,66.64795475,-1.069012759
20,228,-57.678,31.013,65.48708157,-1.077451707
20,232,-56.952,29.818,64.28563936,-1.088475946
20,236,-56.256,28.478,63.05342195,-1.102183867
20,240,-55.593,27,61.80276409,-1.118676148
20,244,-54.967,25.389,60.54727417,-1.138094401
20,248,-54.382,23.655,59.30397077,-1.160504262
20,252,1.27,-5.969,6.102610999,2.931952808
20,256,-6.301,-3.816,7.366441271,-2.115336587
20,260,-5.448,0.11,5.449110386,-1.550608174
20,264,-8.293,-3.912,9.169383458,-2.011567646
20,268,-8.368,-2.32,8.683652688,-1.841250032
20,272,-8.404,-0.716,8.434445566,-1.655788606
20,276,-8.402,0.891,8.449111492,-1.465145011
20,280,-8.361,2.494,8.725041948,-1.280909373
20,284,-5.5,5.45,7.742899974,-0.789964342
20,288,-5.14,4.772,7.013671221,-0.822507834
20,292,-8.013,7.199,10.77189723,-0.838857564
20,296,-7.548,9.459,12.10144557,-0.673502025
20,300,-7.567,10.185,12.68832983,-0.638977251
20,304,-7.288,11.54,13.64868287,-0.563290179
20,308,-6.967,12.636,14.42940002,-0.50388767
20,312,-6.664,13.725,15.25727764,-0.452010683
20,316,16.134,11.369,19.73727735,0.956949043
20,320,16.418,12.41,20.58054479,0.923544094
20,324,16.726,13.39,21.4254796,0.895720083
20,328,17.057,14.305,22.26149757,0.872923481
20,332,17.409,15.15,23.07803677,0.854668891
20,336,17.78,15.922,23.86710045,0.840472671
20,340,18.168,16.616,24.62047278,0.829986806
20,344,18.573,17.229,25.3336687,0.822920346
20,348,18.99,17.758,25.99935892,0.818911245
20,352,19.42,18.2,26.61534144,0.817816361
20,356,19.859,18.554,27.17776291,0.819357976
