lat,lng,vlat,vlng,mag,atan2
-80,148,4.835,-12.476,13.38012709,2.771870036
-80,152,5.689,-12.362,13.60822417,2.710288347
-80,156,6.533,-12.187,13.82761939,2.64951255
-80,160,7.364,-11.953,14.03932709,2.589433707
-80,164,8.176,-11.661,14.24169572,2.530101627
-80,168,8.966,-11.313,14.43513509,2.471417346
-80,172,9.73,-10.909,14.61776936,2.413257335
-80,176,10.465,-10.452,14.7905554,2.355572986
-80,180,11.166,-9.944,14.95201297,2.298371762
-76,180,12.491,-9.944,15.96584533,2.243150522
-76,184,13.146,-9.387,16.15342332,2.190894687
-76,188,13.762,-8.785,16.32693691,2.138939505
-76,192,14.335,-8.14,16.48489688,2.087233746
-76,196,14.864,-7.455,16.62875585,2.03568106
-76,200,15.345,-6.734,16.75755892,1.984330947
-76,204,15.776,-5.981,16.87170818,1.93317431
-76,208,16.154,-5.198,16.96970595,1.882111181
-76,212,16.479,-4.389,17.05346774,1.831092759
-76,216,16.749,-3.56,17.12315978,1.780229562
-76,220,16.961,-2.713,17.1766088,1.729407898
-76,224,17.116,-1.853,17.21601188,1.678637594
-76,228,17.212,-0.984,17.24010441,1.627903582
-76,232,17.249,-0.11,17.24935074,1.577173422
-76,236,17.227,0.765,17.24397733,1.526418447
-76,240,17.145,1.636,17.22287784,1.475662961
-76,244,17.005,2.499,17.18764166,1.424883956
-76,248,16.807,3.349,17.13741667,1.374110279
-76,252,16.552,4.184,17.07262604,1.323203736
-76,256,16.241,4.998,16.99264797,1.272254129
-76,260,15.875,5.787,16.89689303,1.221231484
-76,264,15.457,6.549,16.78714538,1.170034486
-76,268,14.989,7.278,16.66251497,1.118770484
-76,272,14.472,7.972,16.52245648,1.067295521
-76,276,13.91,8.627,16.36805514,1.015655211
-76,280,13.304,9.241,16.19853379,0.963701616
-76,284,12.659,9.809,16.01457967,0.911571398
-76,288,11.976,10.329,15.81495549,0.859104347
-76,292,11.261,10.799,15.60219606,0.806337985
-76,296,10.515,11.217,15.3748598,0.753106797
-76,300,9.742,11.579,15.13207867,0.699451231
-76,304,8.947,11.886,14.87702272,0.645248771
-76,308,8.133,12.134,14.60752015,0.590489877
-76,312,7.305,12.324,14.32633941,0.535068501
-76,316,6.465,12.453,14.0311594,0.478851563
-76,320,5.619,12.521,13.72401552,0.421827318
-76,324,4.77,12.529,13.40629483,0.36377316
-76,328,3.923,12.476,13.07824549,0.304654689
-76,332,3.081,12.362,12.74015718,0.244255253
-76,336,2.249,12.187,12.39277895,0.182487827
-76,340,1.431,11.953,12.03835412,0.119151806
-76,344,0.631,11.661,11.67805986,0.054059275
-76,348,-0.147,11.313,11.31395501,-0.01299317
-76,352,-0.9,10.909,10.94606235,-0.082314272
-76,356,-1.624,10.452,10.57741367,-0.154144396
-76,0,-2.315,9.944,10.20991484,-0.228729589
-76,4,-2.97,9.387,9.845642132,-0.306429406
-76,8,-3.586,8.785,9.488710186,-0.387551684
-76,12,-4.159,8.14,9.140945301,-0.47235623
-76,16,-4.688,7.455,8.806495841,-0.561355688
-76,20,-5.168,6.734,8.488520484,-0.654575114
-76,24,-5.599,5.981,8.192750576,-0.752422211
-76,28,-5.978,5.198,7.921848774,-0.855077587
-76,32,-6.303,4.389,7.680568338,-0.962534279
-76,36,-6.572,3.56,7.474274814,-1.074353966
-76,40,-6.785,2.713,7.307297312,-1.190417011
-76,44,-6.939,1.853,7.182153577,-1.30984415
-76,48,-7.035,0.984,7.103483723,-1.43182586
-76,52,-7.073,0.11,7.073855314,-1.555245481
-76,56,-7.05,-0.765,7.091383856,-1.678884061
-76,60,-6.969,-1.636,7.158453534,-1.801375064
-76,64,-6.829,-2.499,7.271880225,-1.921599872
-76,68,-6.631,-3.349,7.428725463,-2.038477386
-76,72,-6.375,-4.184,7.62538399,-2.151597222
-76,76,-6.064,-4.998,7.858250441,-2.260125199
-76,80,-5.699,-5.787,8.122066855,-2.363855841
-76,84,-5.281,-6.549,8.412987698,-2.462971948
-76,88,-4.813,-7.278,8.725494427,-2.557309041
-76,92,-4.296,-7.972,9.055848939,-2.647322209
-76,96,-3.733,-8.627,9.400022234,-2.733208676
-76,100,-3.128,-9.241,9.756047612,-2.81520695
-76,104,-2.482,-9.809,10.11814237,-2.893761512
-76,108,-1.8,-10.329,10.48466695,-2.969058656
-76,112,-1.084,-10.799,10.85326942,-3.04154811
-76,116,-0.338,-11.217,11.22209129,-3.111468935
-76,120,0.434,-11.579,11.58713066,3.104128543
-76,124,1.229,-11.886,11.94936973,3.038559842
-76,128,2.043,-12.134,12.30478789,2.974787265
-76,132,2.872,-12.324,12.65422301,2.912637768
-76,136,3.711,-12.453,12.99418062,2.851971287
-76,140,4.558,-12.522,13.32575882,2.792501084
-76,144,5.406,-12.529,13.64553689,2.734247085
-76,148,6.254,-12.476,13.9557548,2.676919601
-76,152,7.095,-12.362,14.2533529,2.620558173
-76,156,7.927,-12.187,14.53823573,2.564903123
-76,160,8.745,-11.953,14.81044341,2.509961826
-76,164,9.545,-11.661,15.06937112,2.455648366
-76,168,10.324,-11.313,15.3156438,2.401871437
-76,172,11.076,-10.909,15.54619108,2.348598548
-76,176,11.8,-10.452,15.76338492,2.295689607
-76,180,12.491,-9.944,15.96584533,2.243150522
-72,180,13.756,-9.944,16.97382314,2.196716519
-72,184,14.398,-9.387,17.18773321,2.148552065
-72,188,15.001,-8.785,17.38407967,2.100580869
-72,192,15.563,-8.14,17.56321636,2.052701979
-72,196,16.081,-7.455,17.7249989,2.004894521
-72,200,16.552,-6.734,17.8694001,1.9571845
-72,204,16.975,-5.981,17.9978606,1.909555749
-72,208,17.346,-5.198,18.1080899,1.861946331
-72,212,17.665,-4.389,18.20207532,1.814322607
-72,216,17.928,-3.56,18.27804103,1.766818497
-72,220,18.137,-2.713,18.3387878,1.719279134
-72,224,18.288,-1.853,18.3816363,1.671774977
-72,228,18.383,-0.984,18.4093168,1.624273007
-72,232,18.419,-0.11,18.41932846,1.57676835
-72,236,18.397,0.765,18.41289858,1.529237403
-72,240,18.317,1.636,18.38991531,1.481716762
-72,244,18.18,2.499,18.35095096,1.434193653
-72,248,17.986,3.349,18.29513588,1.386704156
-72,252,17.736,4.184,18.22283052,1.339127494
-72,256,17.431,4.998,18.13338813,1.291557367
-72,260,17.073,5.787,18.02711008,1.243993716
-72,264,16.663,6.549,17.90376971,1.196316035
-72,268,16.204,7.278,17.76341465,1.148650852
-72,272,15.697,7.972,17.60535694,1.10087435
-72,276,15.146,8.627,17.43061803,1.053037816
-72,280,14.553,9.241,17.23908031,1.005045887
-72,284,13.92,9.809,17.02888373,0.956943313
-72,288,13.251,10.329,16.80110836,0.908688229
-72,292,12.549,10.799,16.55583891,0.860211161
-72,296,11.818,11.217,16.29374767,0.811482977
-72,300,11.061,11.579,16.01308721,0.762522296
-72,304,10.282,11.886,15.71612293,0.713167492
-72,308,9.484,12.134,15.40065622,0.663423656
-72,312,8.672,12.324,15.06932513,0.613183229
-72,316,7.849,12.453,14.72019056,0.562394241
-72,320,7.019,12.521,14.35415626,0.5109284
-72,324,6.187,12.529,13.97336073,0.458686856
-72,328,5.357,12.476,13.57748228,0.40557842
-72,332,4.532,12.362,13.1665511,0.351392502
-72,336,3.717,12.187,12.74123456,0.296034987
-72,340,2.915,11.953,12.30330988,0.239202711
-72,344,2.131,11.661,11.85411667,0.180751389
-72,348,1.368,11.313,11.39541105,0.120338558
-72,352,0.63,10.909,10.92717626,0.057686408
-72,356,-0.08,10.452,10.45230616,-0.007653888
-72,0,-0.757,9.944,9.972772182,-0.07597976
-72,4,-1.399,9.387,9.490678058,-0.14794693
-72,8,-2.003,8.785,9.010451376,-0.224170209
-72,12,-2.565,8.14,8.53456648,-0.305261406
-72,16,-3.083,7.455,8.067336239,-0.392130816
-72,20,-3.554,6.734,7.61430706,-0.485615641
-72,24,-3.976,5.981,7.181986981,-0.58668961
-72,28,-4.347,5.198,6.776106035,-0.696476649
-72,32,-4.666,4.389,6.405847095,-0.81597946
-72,36,-4.93,3.56,6.080994984,-0.94538535
-72,40,-5.138,2.713,5.810285105,-1.084979743
-72,44,-5.29,1.853,5.605150221,-1.233868921
-72,48,-5.384,0.984,5.473181159,-1.390027675
-72,52,-5.42,0.11,5.421116121,-1.55050391
-72,56,-5.398,-0.765,5.451938096,-1.711577976
-72,60,-5.319,-1.636,5.564913027,-1.869189565
-72,64,-5.181,-2.499,5.752196276,-2.020215831
-72,68,-4.987,-3.349,6.007159895,-2.162169341
-72,72,-4.737,-4.184,6.320207671,-2.29428514
-72,76,-4.432,-4.998,6.680017066,-2.416143778
-72,80,-4.074,-5.787,7.077206017,-2.528192713
-72,84,-3.664,-6.549,7.504285242,-2.631504293
-72,88,-3.205,-7.278,7.952440443,-2.726777315
-72,92,-2.699,-7.972,8.416494817,-2.815145534
-72,96,-2.147,-8.627,8.890148368,-2.897677965
-72,100,-1.554,-9.241,9.370752211,-2.974987837
-72,104,-0.921,-9.809,9.852143016,-3.04797376
-72,108,-0.252,-10.329,10.33207361,-3.117200165
-72,112,0.449,-10.799,10.80833021,3.100038664
-72,116,1.181,-11.217,11.2790004,3.036692511
-72,120,1.938,-11.579,11.74006325,2.975757817
-72,124,2.717,-11.886,12.1925832,2.916865494
-72,128,3.515,-12.134,12.63286116,2.859628693
-72,132,4.327,-12.324,13.06154298,2.803935065
-72,136,5.15,-12.453,13.47589363,2.749455849
-72,140,5.979,-12.522,13.87619995,2.696123102
-72,144,6.811,-12.529,14.26062979,2.64366183
-72,148,7.642,-12.476,14.63047299,2.592006411
-72,152,8.467,-12.362,14.98362883,2.541058311
-72,156,9.282,-12.187,15.31921973,2.490689011
-72,160,10.084,-11.953,15.63845469,2.440803918
-72,164,10.868,-11.661,15.94027431,2.391379041
-72,168,11.631,-11.313,16.22541617,2.342335545
-72,172,12.369,-10.909,16.49237527,2.293556375
-72,176,13.078,-10.452,16.7415169,2.245052185
-72,180,13.756,-9.944,16.97382314,2.196716519
-68,180,14.953,-9.944,17.95759853,2.157656021
-68,184,15.579,-9.387,18.18848564,2.113082763
-68,188,16.167,-8.785,18.39967701,2.068551184
-68,192,16.715,-8.14,18.59168699,2.023980041
-68,196,17.22,-7.455,18.76447241,1.979361866
-68,200,17.68,-6.734,18.91901572,1.934714129
-68,204,18.091,-5.981,19.05404529,1.890090618
-68,208,18.453,-5.198,19.17113489,1.845370194
-68,212,18.764,-4.389,19.27047008,1.800570674
-68,216,19.021,-3.56,19.35128009,1.755817309
-68,220,19.224,-2.713,19.41449317,1.710996134
-68,224,19.372,-1.853,19.46042119,1.666159708
-68,228,19.464,-0.984,19.48885712,1.621308194
-68,232,19.499,-0.11,19.49931027,1.576437582
-68,236,19.478,0.765,19.49301693,1.531541423
-68,240,19.4,1.636,19.46885965,1.486665486
-68,244,19.266,2.499,19.42739707,1.441806149
-68,248,19.077,3.349,19.36873073,1.397015393
-68,252,18.833,4.184,19.29216797,1.352183603
-68,256,18.536,4.998,19.1980025,1.307422428
-68,260,18.187,5.787,19.08550073,1.262732198
-68,264,17.787,6.549,18.95433381,1.218009172
-68,268,17.34,7.278,18.80544825,1.173403667
-68,272,16.846,7.972,18.63707327,1.128794722
-68,276,16.308,8.627,18.44928164,1.084215513
-68,280,15.73,9.241,18.2436011,1.03963643
-68,284,15.113,9.809,18.01719318,0.995093548
-68,288,14.461,10.329,17.77100903,0.950559924
-68,292,13.777,10.799,17.50497444,0.905985376
-68,296,13.064,11.217,17.21886132,0.861319661
-68,300,12.326,11.579,16.91163851,0.816636691
-68,304,11.566,11.886,16.5846119,0.771754118
-68,308,10.789,12.134,16.23688631,0.726790665
-68,312,9.997,12.324,15.86886842,0.6815218
-68,316,9.195,12.453,15.47983314,0.636020338
-68,320,8.386,12.521,15.06985192,0.590137504
-68,324,7.575,12.529,14.64091753,0.543793038
-68,328,6.765,12.476,14.19210347,0.496866774
-68,332,5.961,12.362,13.7241599,0.449309338
-68,336,5.166,12.187,13.23671126,0.400933748
-68,340,4.385,11.953,12.73194541,0.351609484
-68,344,3.62,11.661,12.2099681,0.301003849
-68,348,2.876,11.313,11.67284648,0.248947226
-68,352,2.157,10.909,11.12020369,0.195208692
-68,356,1.465,10.452,10.55417117,0.139257336
-68,0,0.805,9.944,9.976530509,0.08077719
-68,4,0.179,9.387,9.388706514,0.019066614
-68,8,-0.41,8.785,8.79456224,-0.04663662
-68,12,-0.958,8.14,8.196179842,-0.117151511
-68,16,-1.463,7.455,7.597196457,-0.193781553
-68,20,-1.922,6.734,7.002916535,-0.278025052
-68,24,-2.334,5.981,6.420273904,-0.372060681
-68,28,-2.696,5.198,5.855563167,-0.478464734
-68,32,-3.006,4.389,5.319713996,-0.600515637
-68,36,-3.263,3.56,4.829158208,-0.741896386
-68,40,-3.466,2.713,4.401536663,-0.906664595
-68,44,-3.614,1.853,4.061355069,-1.097018022
-68,48,-3.706,0.984,3.834408951,-1.311269095
-68,52,-3.742,0.11,3.743616433,-1.541408745
-68,56,-3.72,-0.765,3.797844784,-1.773613987
-68,60,-3.643,-1.636,3.993487824,-1.992885273
-68,64,-3.509,-2.499,4.307909238,-2.189642608
-68,68,-3.319,-3.349,4.715035737,-2.36069356
-68,72,-3.075,-4.184,5.192444607,-2.507798108
-68,76,-2.778,-4.998,5.718154248,-2.634290317
-68,80,-2.429,-5.787,6.27609831,-2.744190894
-68,84,-2.03,-6.549,6.856405837,-2.841013452
-68,88,-1.582,-7.278,7.447953276,-2.927554788
-68,92,-1.088,-7.972,8.045901317,-3.005952988
-68,96,-0.551,-8.627,8.64457807,-3.077810041
-68,100,0.028,-9.241,9.24104242,3.138562688
-68,104,0.645,-9.809,9.830183416,3.075931243
-68,108,1.297,-10.329,10.41011287,3.016677662
-68,112,1.981,-10.799,10.97919678,2.960166866
-68,116,2.694,-11.217,11.53597525,2.905885833
-68,120,3.432,-11.579,12.07691455,2.853443114
-68,124,4.191,-11.886,12.6032328,2.802603726
-68,128,4.969,-12.134,13.11201422,2.75291458
-68,132,5.761,-12.324,13.60404708,2.704312703
-68,136,6.563,-12.453,14.07658261,2.656562178
-68,140,7.372,-12.522,14.53089357,2.609505704
-68,144,8.183,-12.529,14.96453574,2.563023907
-68,148,8.993,-12.476,15.37935711,2.517027148
-68,152,9.797,-12.362,15.77340334,2.471435928
-68,156,10.592,-12.187,16.14662296,2.426101024
-68,160,11.373,-11.953,16.49907082,2.381054325
-68,164,12.138,-11.661,16.83181407,2.336154314
-68,168,12.882,-11.313,17.14438372,2.291437054
-68,172,13.601,-10.909,17.43540886,2.246800245
-68,176,14.293,-10.452,17.70689563,2.202200158
-68,180,14.953,-9.944,17.95759853,2.157656021
-64,180,-18.402,32.675,37.50052305,-0.512908041
-64,184,-20.477,33.454,39.22343235,-0.54926488
-64,188,-22.597,34.071,40.88346182,-0.585621446
-64,192,17.786,-8.14,19.56019928,2.000004776
-64,196,18.275,-7.455,19.73708818,1.958123881
-64,200,18.721,-6.734,19.89529082,1.916088964
-64,204,19.12,-5.981,20.03364073,1.873967058
-64,208,19.471,-5.198,20.15289173,1.831673605
-64,212,19.772,-4.389,20.25327887,1.789234989
-64,216,20.021,-3.56,20.33504465,1.746770382
-64,220,20.218,-2.713,20.39921305,1.704186872
-64,224,20.361,-1.853,20.44514441,1.661553635
-64,228,20.45,-0.984,20.47366005,1.618876603
-64,232,20.485,-0.11,20.48529534,1.576166058
-64,236,20.464,0.765,20.4782939,1.533431005
-64,240,20.389,1.636,20.45453048,1.490728523
-64,244,20.259,2.499,20.41254717,1.448063731
-64,248,20.075,3.349,20.35243047,1.405494175
-64,252,19.839,4.184,20.27539832,1.362944479
-64,256,19.551,4.998,20.17973253,1.32051736
-64,260,19.212,5.787,20.06465332,1.278222486
-64,264,18.825,6.549,19.9316338,1.236003861
-64,268,18.391,7.278,19.77873012,1.193970304
-64,272,17.912,7.972,19.60593094,1.15205412
-64,276,17.391,8.627,19.41319165,1.110304735
-64,280,16.831,9.241,19.20100628,1.068685539
-64,284,16.233,9.809,18.96646435,1.02724822
-64,288,15.601,10.329,18.71040999,0.985980739
-64,292,14.938,10.799,18.43264075,0.944851933
-64,296,14.247,11.217,18.13279068,0.903832805
-64,300,13.531,11.579,17.80902024,0.862980087
-64,304,12.795,11.886,17.46393487,0.822211474
-64,308,12.041,12.134,17.09443292,0.781551233
-64,312,11.273,12.324,16.70214073,0.74088802
-64,316,10.495,12.453,16.28564503,0.700280977
-64,320,9.712,12.521,15.84608422,0.659720338
-64,324,8.925,12.529,15.38283023,0.6189648
-64,328,8.14,12.476,14.89664982,0.578097513
-64,332,7.361,12.362,14.38761151,0.537070008
-64,336,6.59,12.187,13.8546407,0.495706122
-64,340,5.833,11.953,13.30030443,0.453997281
-64,344,5.092,11.661,12.72428328,0.411712935
-64,348,4.37,11.313,12.12769018,0.368624232
-64,352,3.673,10.909,11.51074324,0.324772523
-64,356,3.003,10.452,10.87484772,0.27977749
-64,0,2.362,9.944,10.22067415,0.233208359
-64,4,1.756,9.387,9.549832721,0.184929836
-64,8,1.185,8.785,8.864561467,0.134079728
-64,12,0.654,8.14,8.16623022,0.080171769
-64,16,0.165,7.455,7.456825732,0.022129184
-64,20,-0.281,6.734,6.73986031,-0.041704347
-64,24,-0.68,5.981,6.019531626,-0.113207253
-64,28,-1.031,5.198,5.299260798,-0.195804206
-64,32,-1.332,4.389,4.586670361,-0.294651872
-64,36,-1.581,3.56,3.895274188,-0.417937602
-64,40,-1.778,2.713,3.243709759,-0.580136156
-64,44,-1.921,1.853,2.66905414,-0.803414232
-64,48,-2.01,0.984,2.237935656,-1.115541806
-64,52,-2.045,0.11,2.047956298,-1.517058383
-64,56,-2.024,-0.765,2.163746982,-1.93216341
-64,60,-1.949,-1.636,2.54462119,-2.269107095
-64,64,-1.819,-2.499,3.090916045,-2.512392
-64,68,-1.635,-3.349,3.726798358,-2.68742514
-64,72,-1.399,-4.184,4.411695479,-2.818910267
-64,76,-1.111,-4.998,5.119992676,-2.922860154
-64,80,-0.772,-5.787,5.838266267,-3.008973209
-64,84,-0.385,-6.549,6.560306853,-3.082872635
-64,88,0.049,-7.278,7.278164947,3.134860136
-64,92,0.528,-7.972,7.989466065,3.075457433
-64,96,1.048,-8.627,8.690421912,3.020705903
-64,100,1.609,-9.241,9.380029957,2.969205473
-64,104,2.207,-9.809,10.05421951,2.920280637
-64,108,2.839,-10.329,10.71205685,2.873359209
-64,112,3.502,-10.799,11.35263868,2.828003705
-64,116,4.193,-11.217,11.97507152,2.783867773
-64,120,4.909,-11.579,12.57662602,2.740605629
-64,124,5.645,-11.886,13.15838216,2.698202667
